          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
          (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8) (  73,    8)
